Data size,PSC,PSC.1,PSC.2,PSC.3,SC,SC.1,SC.2,SC.3
m,Time,ClusterAcc,ARI,AMI,Time,ClusterAcc,ARI,AMI
50000,,,,,,,,
200000,,,,,,,,
1040000,,,,,,,,
